qalam_index,candidate,votes,election_year
4,maha_alrassi,0,2022
4,nahida_khalil,0,2022
4,rima_abuchakra,0,2022
4,paola_rebeiz,0,2022
4,sara_yasin,0,2022
4,faisal_altamrawi,0,2022
4,yasin_fawaz,0,2022
4,ayman_ali,0,2022
4,naim_alayash,0,2022
4,samer_ghazi,0,2022
4,ali_fasai,0,2022
4,maya_shatila,0,2022
4,wiam_dallal,0,2022
4,hadi_alhusni,0,2022
4,alexei_alhaddad,1,2022
4,shiran_ali,3,2022
4,nasir_mohamed,0,2022
4,omar_sabra,2,2022
4,adel_aldeek,0,2022
4,adel_alhalabi,0,2022
4,muwaffak_alwatar,0,2022
4,mohamed_itani,0,2022
4,mahmoud_merhi,0,2022
4,dalal_alrahbani,0,2022
4,mohamed_shihab,0,2022
4,najib_saba,0,2022
4,ahmed_khalid,0,2022
4,melhem_khalaf,1,2022
4,nuhad_yazbek,0,2022
4,hani_alhamdiye,0,2022
4,mahmoud_fakih,2,2022
4,ali_abbas,4,2022
4,rushdi_qabbani,0,2022
4,waddah_alsadek,0,2022
4,samah_halwani,0,2022
4,fatima_meshref,0,2022
4,ibrahim_mnaimneh,2,2022
4,iman_tabbara,1,2022
4,marie_aljalakh,0,2022
4,iyad_albanna,0,2022
4,jihad_hamoud,0,2022
4,mohamed_alarab,0,2022
4,walid_itani,0,2022
4,khalid_hanqeer,0,2022
4,mohamed_ardaroumli,0,2022
4,ahmad_dabbagh,0,2022
4,adnan_traboulsi,0,2022
4,edgard_traboulsi,1,2022
4,nasib_aljawhari,2,2022
4,malouf_ramzi,5,2022
4,mohamed_khawaja,42,2022
4,amin_sherri,181,2022
4,almutasim_adham,0,2022
4,abd_mutarji,0,2022
4,maha_shati,0,2022
4,fuad_haddad,0,2022
4,michel_fallah,0,2022
4,faisal_alsayegh,2,2022
4,ahmad_ayash,0,2022
4,abdelrahman_almubasher,0,2022
4,lina_altannir,0,2022
4,zeina_almasri,0,2022
4,majed_dimashkieh,2,2022
4,bashir_itani,0,2022
4,khaled_qabbani,0,2022
4,wissam_fakhr,0,2022
4,nabil_itani,0,2022
4,huda_assi,0,2022
4,marwan_salam,0,2022
4,haidar_bazzi,0,2022
4,harutioun_kozian,0,2022
4,khalil_broumana,0,2022
4,yusra_altannir,0,2022
4,mahmoud_aljamal,0,2022
4,emad_alhout,1,2022
4,nabil_badr,0,2022
4,omar_aldabghi,1,2022
4,zeina_majdalani,0,2022
4,zeina_munther,0,2022
4,lina_hamdan,0,2022
4,ulfat_alsabi,0,2022
4,nabil_naja,0,2022
4,mazen_shbarro,0,2022
4,abdellatif_itani,0,2022
4,karim_shabaqlo,0,2022
4,hasan_kashli,0,2022
4,fuad_makhzoumi,5,2022
5,maha_alrassi,0,2022
5,nahida_khalil,0,2022
5,rima_abuchakra,0,2022
5,paola_rebeiz,0,2022
5,sara_yasin,0,2022
5,faisal_altamrawi,0,2022
5,yasin_fawaz,0,2022
5,ayman_ali,0,2022
5,naim_alayash,0,2022
5,samer_ghazi,0,2022
5,ali_fasai,0,2022
5,maya_shatila,0,2022
5,wiam_dallal,0,2022
5,hadi_alhusni,0,2022
5,alexei_alhaddad,0,2022
5,shiran_ali,0,2022
5,nasir_mohamed,0,2022
5,omar_sabra,0,2022
5,adel_aldeek,0,2022
5,adel_alhalabi,0,2022
5,muwaffak_alwatar,0,2022
5,mohamed_itani,0,2022
5,mahmoud_merhi,0,2022
5,dalal_alrahbani,0,2022
5,mohamed_shihab,0,2022
5,najib_saba,0,2022
5,ahmed_khalid,0,2022
5,melhem_khalaf,0,2022
5,nuhad_yazbek,0,2022
5,hani_alhamdiye,0,2022
5,mahmoud_fakih,0,2022
5,ali_abbas,0,2022
5,rushdi_qabbani,0,2022
5,waddah_alsadek,0,2022
5,samah_halwani,0,2022
5,fatima_meshref,0,2022
5,ibrahim_mnaimneh,5,2022
5,iman_tabbara,0,2022
5,marie_aljalakh,0,2022
5,iyad_albanna,0,2022
5,jihad_hamoud,1,2022
5,mohamed_alarab,0,2022
5,walid_itani,0,2022
5,khalid_hanqeer,0,2022
5,mohamed_ardaroumli,0,2022
5,ahmad_dabbagh,0,2022
5,adnan_traboulsi,0,2022
5,edgard_traboulsi,0,2022
5,nasib_aljawhari,0,2022
5,malouf_ramzi,2,2022
5,mohamed_khawaja,28,2022
5,amin_sherri,202,2022
5,almutasim_adham,2,2022
5,abd_mutarji,0,2022
5,maha_shati,0,2022
5,fuad_haddad,0,2022
5,michel_fallah,0,2022
5,faisal_alsayegh,0,2022
5,ahmad_ayash,0,2022
5,abdelrahman_almubasher,0,2022
5,lina_altannir,0,2022
5,zeina_almasri,0,2022
5,majed_dimashkieh,0,2022
5,bashir_itani,0,2022
5,khaled_qabbani,0,2022
5,wissam_fakhr,0,2022
5,nabil_itani,0,2022
5,huda_assi,0,2022
5,marwan_salam,0,2022
5,haidar_bazzi,0,2022
5,harutioun_kozian,0,2022
5,khalil_broumana,0,2022
5,yusra_altannir,0,2022
5,mahmoud_aljamal,0,2022
5,emad_alhout,0,2022
5,nabil_badr,0,2022
5,omar_aldabghi,0,2022
5,zeina_majdalani,0,2022
5,zeina_munther,0,2022
5,lina_hamdan,0,2022
5,ulfat_alsabi,0,2022
5,nabil_naja,0,2022
5,mazen_shbarro,0,2022
5,abdellatif_itani,0,2022
5,karim_shabaqlo,0,2022
5,hasan_kashli,0,2022
5,fuad_makhzoumi,0,2022
6,maha_alrassi,0,2022
6,nahida_khalil,0,2022
6,rima_abuchakra,0,2022
6,paola_rebeiz,0,2022
6,sara_yasin,0,2022
6,faisal_altamrawi,0,2022
6,yasin_fawaz,0,2022
6,ayman_ali,0,2022
6,naim_alayash,0,2022
6,samer_ghazi,0,2022
6,ali_fasai,0,2022
6,maya_shatila,0,2022
6,wiam_dallal,0,2022
6,hadi_alhusni,0,2022
6,alexei_alhaddad,2,2022
6,shiran_ali,1,2022
6,nasir_mohamed,1,2022
6,omar_sabra,2,2022
6,adel_aldeek,0,2022
6,adel_alhalabi,0,2022
6,muwaffak_alwatar,0,2022
6,mohamed_itani,0,2022
6,mahmoud_merhi,0,2022
6,dalal_alrahbani,0,2022
6,mohamed_shihab,0,2022
6,najib_saba,0,2022
6,ahmed_khalid,0,2022
6,melhem_khalaf,7,2022
6,nuhad_yazbek,0,2022
6,hani_alhamdiye,0,2022
6,mahmoud_fakih,1,2022
6,ali_abbas,3,2022
6,rushdi_qabbani,0,2022
6,waddah_alsadek,1,2022
6,samah_halwani,0,2022
6,fatima_meshref,0,2022
6,ibrahim_mnaimneh,11,2022
6,iman_tabbara,1,2022
6,marie_aljalakh,0,2022
6,iyad_albanna,0,2022
6,jihad_hamoud,0,2022
6,mohamed_alarab,0,2022
6,walid_itani,0,2022
6,khalid_hanqeer,0,2022
6,mohamed_ardaroumli,0,2022
6,ahmad_dabbagh,1,2022
6,adnan_traboulsi,0,2022
6,edgard_traboulsi,0,2022
6,nasib_aljawhari,1,2022
6,malouf_ramzi,6,2022
6,mohamed_khawaja,38,2022
6,amin_sherri,177,2022
6,almutasim_adham,0,2022
6,abd_mutarji,0,2022
6,maha_shati,0,2022
6,fuad_haddad,0,2022
6,michel_fallah,0,2022
6,faisal_alsayegh,0,2022
6,ahmad_ayash,0,2022
6,abdelrahman_almubasher,0,2022
6,lina_altannir,1,2022
6,zeina_almasri,0,2022
6,majed_dimashkieh,0,2022
6,bashir_itani,0,2022
6,khaled_qabbani,1,2022
6,wissam_fakhr,0,2022
6,nabil_itani,0,2022
6,huda_assi,0,2022
6,marwan_salam,0,2022
6,haidar_bazzi,0,2022
6,harutioun_kozian,0,2022
6,khalil_broumana,0,2022
6,yusra_altannir,0,2022
6,mahmoud_aljamal,0,2022
6,emad_alhout,1,2022
6,nabil_badr,2,2022
6,omar_aldabghi,0,2022
6,zeina_majdalani,0,2022
6,zeina_munther,0,2022
6,lina_hamdan,0,2022
6,ulfat_alsabi,0,2022
6,nabil_naja,1,2022
6,mazen_shbarro,0,2022
6,abdellatif_itani,1,2022
6,karim_shabaqlo,0,2022
6,hasan_kashli,0,2022
6,fuad_makhzoumi,3,2022
7,maha_alrassi,0,2022
7,nahida_khalil,0,2022
7,rima_abuchakra,0,2022
7,paola_rebeiz,0,2022
7,sara_yasin,0,2022
7,faisal_altamrawi,0,2022
7,yasin_fawaz,0,2022
7,ayman_ali,0,2022
7,naim_alayash,0,2022
7,samer_ghazi,0,2022
7,ali_fasai,0,2022
7,maya_shatila,0,2022
7,wiam_dallal,0,2022
7,hadi_alhusni,0,2022
7,alexei_alhaddad,1,2022
7,shiran_ali,0,2022
7,nasir_mohamed,0,2022
7,omar_sabra,1,2022
7,adel_aldeek,0,2022
7,adel_alhalabi,0,2022
7,muwaffak_alwatar,0,2022
7,mohamed_itani,0,2022
7,mahmoud_merhi,0,2022
7,dalal_alrahbani,0,2022
7,mohamed_shihab,0,2022
7,najib_saba,0,2022
7,ahmed_khalid,0,2022
7,melhem_khalaf,5,2022
7,nuhad_yazbek,0,2022
7,hani_alhamdiye,0,2022
7,mahmoud_fakih,0,2022
7,ali_abbas,2,2022
7,rushdi_qabbani,1,2022
7,waddah_alsadek,1,2022
7,samah_halwani,0,2022
7,fatima_meshref,1,2022
7,ibrahim_mnaimneh,7,2022
7,iman_tabbara,1,2022
7,marie_aljalakh,0,2022
7,iyad_albanna,0,2022
7,jihad_hamoud,0,2022
7,mohamed_alarab,0,2022
7,walid_itani,0,2022
7,khalid_hanqeer,0,2022
7,mohamed_ardaroumli,1,2022
7,ahmad_dabbagh,3,2022
7,adnan_traboulsi,0,2022
7,edgard_traboulsi,1,2022
7,nasib_aljawhari,1,2022
7,malouf_ramzi,1,2022
7,mohamed_khawaja,31,2022
7,amin_sherri,152,2022
7,almutasim_adham,1,2022
7,abd_mutarji,0,2022
7,maha_shati,1,2022
7,fuad_haddad,0,2022
7,michel_fallah,0,2022
7,faisal_alsayegh,0,2022
7,ahmad_ayash,0,2022
7,abdelrahman_almubasher,0,2022
7,lina_altannir,0,2022
7,zeina_almasri,0,2022
7,majed_dimashkieh,0,2022
7,bashir_itani,0,2022
7,khaled_qabbani,0,2022
7,wissam_fakhr,0,2022
7,nabil_itani,0,2022
7,huda_assi,0,2022
7,marwan_salam,0,2022
7,haidar_bazzi,0,2022
7,harutioun_kozian,0,2022
7,khalil_broumana,0,2022
7,yusra_altannir,0,2022
7,mahmoud_aljamal,0,2022
7,emad_alhout,0,2022
7,nabil_badr,1,2022
7,omar_aldabghi,1,2022
7,zeina_majdalani,0,2022
7,zeina_munther,0,2022
7,lina_hamdan,0,2022
7,ulfat_alsabi,0,2022
7,nabil_naja,0,2022
7,mazen_shbarro,0,2022
7,abdellatif_itani,0,2022
7,karim_shabaqlo,0,2022
7,hasan_kashli,0,2022
7,fuad_makhzoumi,11,2022
8,maha_alrassi,0,2022
8,nahida_khalil,0,2022
8,rima_abuchakra,0,2022
8,paola_rebeiz,0,2022
8,sara_yasin,0,2022
8,faisal_altamrawi,0,2022
8,yasin_fawaz,0,2022
8,ayman_ali,0,2022
8,naim_alayash,0,2022
8,samer_ghazi,0,2022
8,ali_fasai,0,2022
8,maya_shatila,0,2022
8,wiam_dallal,0,2022
8,hadi_alhusni,0,2022
8,alexei_alhaddad,0,2022
8,shiran_ali,0,2022
8,nasir_mohamed,0,2022
8,omar_sabra,1,2022
8,adel_aldeek,0,2022
8,adel_alhalabi,0,2022
8,muwaffak_alwatar,0,2022
8,mohamed_itani,0,2022
8,mahmoud_merhi,0,2022
8,dalal_alrahbani,0,2022
8,mohamed_shihab,0,2022
8,najib_saba,0,2022
8,ahmed_khalid,0,2022
8,melhem_khalaf,3,2022
8,nuhad_yazbek,0,2022
8,hani_alhamdiye,0,2022
8,mahmoud_fakih,0,2022
8,ali_abbas,1,2022
8,rushdi_qabbani,0,2022
8,waddah_alsadek,1,2022
8,samah_halwani,0,2022
8,fatima_meshref,0,2022
8,ibrahim_mnaimneh,2,2022
8,iman_tabbara,1,2022
8,marie_aljalakh,0,2022
8,iyad_albanna,0,2022
8,jihad_hamoud,0,2022
8,mohamed_alarab,0,2022
8,walid_itani,0,2022
8,khalid_hanqeer,0,2022
8,mohamed_ardaroumli,0,2022
8,ahmad_dabbagh,3,2022
8,adnan_traboulsi,0,2022
8,edgard_traboulsi,3,2022
8,nasib_aljawhari,0,2022
8,malouf_ramzi,0,2022
8,mohamed_khawaja,25,2022
8,amin_sherri,143,2022
8,almutasim_adham,0,2022
8,abd_mutarji,0,2022
8,maha_shati,2,2022
8,fuad_haddad,0,2022
8,michel_fallah,4,2022
8,faisal_alsayegh,1,2022
8,ahmad_ayash,1,2022
8,abdelrahman_almubasher,0,2022
8,lina_altannir,0,2022
8,zeina_almasri,0,2022
8,majed_dimashkieh,0,2022
8,bashir_itani,0,2022
8,khaled_qabbani,1,2022
8,wissam_fakhr,0,2022
8,nabil_itani,0,2022
8,huda_assi,0,2022
8,marwan_salam,0,2022
8,haidar_bazzi,0,2022
8,harutioun_kozian,0,2022
8,khalil_broumana,0,2022
8,yusra_altannir,0,2022
8,mahmoud_aljamal,1,2022
8,emad_alhout,0,2022
8,nabil_badr,1,2022
8,omar_aldabghi,0,2022
8,zeina_majdalani,6,2022
8,zeina_munther,0,2022
8,lina_hamdan,0,2022
8,ulfat_alsabi,0,2022
8,nabil_naja,1,2022
8,mazen_shbarro,0,2022
8,abdellatif_itani,0,2022
8,karim_shabaqlo,0,2022
8,hasan_kashli,0,2022
8,fuad_makhzoumi,4,2022
9,maha_alrassi,0,2022
9,nahida_khalil,0,2022
9,rima_abuchakra,0,2022
9,paola_rebeiz,0,2022
9,sara_yasin,0,2022
9,faisal_altamrawi,0,2022
9,yasin_fawaz,0,2022
9,ayman_ali,0,2022
9,naim_alayash,0,2022
9,samer_ghazi,0,2022
9,ali_fasai,0,2022
9,maya_shatila,0,2022
9,wiam_dallal,0,2022
9,hadi_alhusni,0,2022
9,alexei_alhaddad,0,2022
9,shiran_ali,0,2022
9,nasir_mohamed,0,2022
9,omar_sabra,2,2022
9,adel_aldeek,1,2022
9,adel_alhalabi,0,2022
9,muwaffak_alwatar,0,2022
9,mohamed_itani,1,2022
9,mahmoud_merhi,0,2022
9,dalal_alrahbani,0,2022
9,mohamed_shihab,1,2022
9,najib_saba,1,2022
9,ahmed_khalid,0,2022
9,melhem_khalaf,12,2022
9,nuhad_yazbek,0,2022
9,hani_alhamdiye,0,2022
9,mahmoud_fakih,0,2022
9,ali_abbas,1,2022
9,rushdi_qabbani,0,2022
9,waddah_alsadek,5,2022
9,samah_halwani,0,2022
9,fatima_meshref,0,2022
9,ibrahim_mnaimneh,11,2022
9,iman_tabbara,2,2022
9,marie_aljalakh,0,2022
9,iyad_albanna,0,2022
9,jihad_hamoud,0,2022
9,mohamed_alarab,0,2022
9,walid_itani,0,2022
9,khalid_hanqeer,2,2022
9,mohamed_ardaroumli,0,2022
9,ahmad_dabbagh,26,2022
9,adnan_traboulsi,1,2022
9,edgard_traboulsi,0,2022
9,nasib_aljawhari,0,2022
9,malouf_ramzi,0,2022
9,mohamed_khawaja,0,2022
9,amin_sherri,30,2022
9,almutasim_adham,0,2022
9,abd_mutarji,0,2022
9,maha_shati,0,2022
9,fuad_haddad,1,2022
9,michel_fallah,2,2022
9,faisal_alsayegh,4,2022
9,ahmad_ayash,0,2022
9,abdelrahman_almubasher,8,2022
9,lina_altannir,1,2022
9,zeina_almasri,3,2022
9,majed_dimashkieh,1,2022
9,bashir_itani,3,2022
9,khaled_qabbani,9,2022
9,wissam_fakhr,0,2022
9,nabil_itani,0,2022
9,huda_assi,1,2022
9,marwan_salam,1,2022
9,haidar_bazzi,0,2022
9,harutioun_kozian,0,2022
9,khalil_broumana,0,2022
9,yusra_altannir,1,2022
9,mahmoud_aljamal,7,2022
9,emad_alhout,9,2022
9,nabil_badr,13,2022
9,omar_aldabghi,2,2022
9,zeina_majdalani,2,2022
9,zeina_munther,0,2022
9,lina_hamdan,0,2022
9,ulfat_alsabi,0,2022
9,nabil_naja,0,2022
9,mazen_shbarro,1,2022
9,abdellatif_itani,0,2022
9,karim_shabaqlo,1,2022
9,hasan_kashli,0,2022
9,fuad_makhzoumi,8,2022
10,maha_alrassi,0,2022
10,nahida_khalil,0,2022
10,rima_abuchakra,0,2022
10,paola_rebeiz,0,2022
10,sara_yasin,0,2022
10,faisal_altamrawi,0,2022
10,yasin_fawaz,0,2022
10,ayman_ali,0,2022
10,naim_alayash,0,2022
10,samer_ghazi,0,2022
10,ali_fasai,0,2022
10,maya_shatila,0,2022
10,wiam_dallal,0,2022
10,hadi_alhusni,0,2022
10,alexei_alhaddad,0,2022
10,shiran_ali,0,2022
10,nasir_mohamed,0,2022
10,omar_sabra,0,2022
10,adel_aldeek,1,2022
10,adel_alhalabi,0,2022
10,muwaffak_alwatar,0,2022
10,mohamed_itani,0,2022
10,mahmoud_merhi,0,2022
10,dalal_alrahbani,0,2022
10,mohamed_shihab,3,2022
10,najib_saba,1,2022
10,ahmed_khalid,0,2022
10,melhem_khalaf,0,2022
10,nuhad_yazbek,2,2022
10,hani_alhamdiye,0,2022
10,mahmoud_fakih,0,2022
10,ali_abbas,0,2022
10,rushdi_qabbani,1,2022
10,waddah_alsadek,6,2022
10,samah_halwani,1,2022
10,fatima_meshref,1,2022
10,ibrahim_mnaimneh,10,2022
10,iman_tabbara,0,2022
10,marie_aljalakh,0,2022
10,iyad_albanna,0,2022
10,jihad_hamoud,0,2022
10,mohamed_alarab,0,2022
10,walid_itani,0,2022
10,khalid_hanqeer,0,2022
10,mohamed_ardaroumli,0,2022
10,ahmad_dabbagh,37,2022
10,adnan_traboulsi,0,2022
10,edgard_traboulsi,0,2022
10,nasib_aljawhari,0,2022
10,malouf_ramzi,0,2022
10,mohamed_khawaja,3,2022
10,amin_sherri,31,2022
10,almutasim_adham,0,2022
10,abd_mutarji,1,2022
10,maha_shati,0,2022
10,fuad_haddad,0,2022
10,michel_fallah,0,2022
10,faisal_alsayegh,1,2022
10,ahmad_ayash,0,2022
10,abdelrahman_almubasher,0,2022
10,lina_altannir,4,2022
10,zeina_almasri,4,2022
10,majed_dimashkieh,0,2022
10,bashir_itani,6,2022
10,khaled_qabbani,0,2022
10,wissam_fakhr,1,2022
10,nabil_itani,0,2022
10,huda_assi,1,2022
10,marwan_salam,0,2022
10,haidar_bazzi,0,2022
10,harutioun_kozian,0,2022
10,khalil_broumana,0,2022
10,yusra_altannir,0,2022
10,mahmoud_aljamal,4,2022
10,emad_alhout,7,2022
10,nabil_badr,2,2022
10,omar_aldabghi,0,2022
10,zeina_majdalani,0,2022
10,zeina_munther,0,2022
10,lina_hamdan,0,2022
10,ulfat_alsabi,0,2022
10,nabil_naja,1,2022
10,mazen_shbarro,1,2022
10,abdellatif_itani,0,2022
10,karim_shabaqlo,0,2022
10,hasan_kashli,1,2022
10,fuad_makhzoumi,34,2022
11,maha_alrassi,0,2022
11,nahida_khalil,0,2022
11,rima_abuchakra,0,2022
11,paola_rebeiz,0,2022
11,sara_yasin,0,2022
11,faisal_altamrawi,0,2022
11,yasin_fawaz,0,2022
11,ayman_ali,0,2022
11,naim_alayash,0,2022
11,samer_ghazi,0,2022
11,ali_fasai,0,2022
11,maya_shatila,0,2022
11,wiam_dallal,0,2022
11,hadi_alhusni,0,2022
11,alexei_alhaddad,4,2022
11,shiran_ali,0,2022
11,nasir_mohamed,0,2022
11,omar_sabra,1,2022
11,adel_aldeek,0,2022
11,adel_alhalabi,0,2022
11,muwaffak_alwatar,0,2022
11,mohamed_itani,0,2022
11,mahmoud_merhi,0,2022
